,director_name,genres,movie_title,ratings,actors,combine
134,Tim Burton,Comedy Fantasy Horror,dark shadows,6.2,Johnny Depp Chloë Grace Moretz Christopher Lee,Tim Burton Comedy Fantasy Horror dark shadows Johnny Depp Chloë Grace Moretz Christopher Lee
135,Christopher McQuarrie,Action Adventure Thriller,mission: impossible - rogue nation,7.4,Tom Cruise Jeremy Renner Sean Harris,Christopher McQuarrie Action Adventure Thriller mission: impossible - rogue nation Tom Cruise Jeremy Renner Sean Harris
136,Joe Johnston,Drama Fantasy Horror Thriller,the wolfman,5.8,Anthony Hopkins Simon Merrells Art Malik,Joe Johnston Drama Fantasy Horror Thriller the wolfman Anthony Hopkins Simon Merrells Art Malik
137,David Yates,Action Adventure Drama Romance,the legend of tarzan,6.6,Christoph Waltz Alexander Skarsgård Casper Crump,David Yates Action Adventure Drama Romance the legend of tarzan Christoph Waltz Alexander Skarsgård Casper Crump
138,Steve Hickner,Adventure Animation Comedy Family,bee movie,6.2,Matthew Broderick Oprah Winfrey Rip Torn,Steve Hickner Adventure Animation Comedy Family bee movie Matthew Broderick Oprah Winfrey Rip Torn
139,Jennifer Yuh Nelson,Action Adventure Animation Comedy Family,kung fu panda 2,7.3,Angelina Jolie Pitt Gary Oldman Mike Bell,Jennifer Yuh Nelson Action Adventure Animation Comedy Family kung fu panda 2 Angelina Jolie Pitt Gary Oldman Mike Bell
140,M. Night Shyamalan,Action Adventure Family Fantasy,the last airbender,4.2,Seychelle Gabriel Noah Ringer Aasif Mandvi,M. Night Shyamalan Action Adventure Family Fantasy the last airbender Seychelle Gabriel Noah Ringer Aasif Mandvi
141,J.J. Abrams,Action Adventure Thriller,mission: impossible iii,6.9,Philip Seymour Hoffman Tom Cruise Eddie Marsan,J.J. Abrams Action Adventure Thriller mission: impossible iii Philip Seymour Hoffman Tom Cruise Eddie Marsan
142,Roland Emmerich,Action Drama Thriller,white house down,6.4,Channing Tatum Jake Weber Matt Craven,Roland Emmerich Action Drama Thriller white house down Channing Tatum Jake Weber Matt Craven
143,Simon Wells,Action Adventure Animation Comedy Family Sci-Fi,mars needs moms,5.4,Elisabeth Harnois Dan Fogler Tom Everett Scott,Simon Wells Action Adventure Animation Comedy Family Sci-Fi mars needs moms Elisabeth Harnois Dan Fogler Tom Everett Scott
144,David Bowers,Adventure Animation Comedy Family,flushed away,6.7,Hugh Jackman Kate Winslet David Suchet,David Bowers Adventure Animation Comedy Family flushed away Hugh Jackman Kate Winslet David Suchet
146,Rob Minkoff,Adventure Animation Comedy Family Sci-Fi,mr. peabody & sherman,6.9,Ty Burrell Zach Callison Karan Brar,Rob Minkoff Adventure Animation Comedy Family Sci-Fi mr. peabody & sherman Ty Burrell Zach Callison Karan Brar
147,Wolfgang Petersen,Adventure,troy,7.2,Brad Pitt Orlando Bloom Julian Glover,Wolfgang Petersen Adventure troy Brad Pitt Orlando Bloom Julian Glover
148,Eric Darnell,Adventure Animation Comedy Family,madagascar 3: europe's most wanted,6.9,Jada Pinkett Smith Martin Short Cedric the Entertainer,Eric Darnell Adventure Animation Comedy Family madagascar 3: europe's most wanted Jada Pinkett Smith Martin Short Cedric the Entertainer
149,Lee Tamahori,Action Adventure Thriller,die another day,6.1,Toby Stephens Colin Salmon Rick Yune,Lee Tamahori Action Adventure Thriller die another day Toby Stephens Colin Salmon Rick Yune
151,Michael Bay,Action Adventure Sci-Fi Thriller,armageddon,6.6,Bruce Willis Steve Buscemi Will Patton,Michael Bay Action Adventure Sci-Fi Thriller armageddon Bruce Willis Steve Buscemi Will Patton
152,Barry Sonnenfeld,Action Adventure Comedy Family Fantasy Mystery Sci-Fi,men in black ii,6.1,Will Smith Rosario Dawson Rip Torn,Barry Sonnenfeld Action Adventure Comedy Family Fantasy Mystery Sci-Fi men in black ii Will Smith Rosario Dawson Rip Torn
153,Robert Zemeckis,Action Adventure Animation Fantasy,beowulf,6.3,Robin Wright Anthony Hopkins Sebastian Roché,Robert Zemeckis Action Adventure Animation Fantasy beowulf Robin Wright Anthony Hopkins Sebastian Roché
154,Alessandro Carloni,Action Adventure Animation Comedy Family,kung fu panda 3,7.2,J.K. Simmons Angelina Jolie Pitt Wayne Knight,Alessandro Carloni Action Adventure Animation Comedy Family kung fu panda 3 J.K. Simmons Angelina Jolie Pitt Wayne Knight
155,Brad Bird,Action Adventure Thriller,mission: impossible - ghost protocol,7.4,Tom Cruise Jeremy Renner Michael Nyqvist,Brad Bird Action Adventure Thriller mission: impossible - ghost protocol Tom Cruise Jeremy Renner Michael Nyqvist
156,Peter Ramsey,Adventure Animation Family Fantasy,rise of the guardians,7.3,Hugh Jackman Kamil McFadden Khamani Griffin,Peter Ramsey Adventure Animation Family Fantasy rise of the guardians Hugh Jackman Kamil McFadden Khamani Griffin
157,Dean Parisot,Comedy Crime,fun with dick and jane,6.1,John Michael Higgins Richard Burgi David Herman,Dean Parisot Comedy Crime fun with dick and jane John Michael Higgins Richard Burgi David Herman
158,Edward Zwick,Action Drama History War,the last samurai,7.7,Tom Cruise Tony Goldwyn Chad Lindberg,Edward Zwick Action Drama History War the last samurai Tom Cruise Tony Goldwyn Chad Lindberg
160,J.J. Abrams,Action Adventure Sci-Fi,star trek,8.0,Chris Hemsworth Leonard Nimoy Bruce Greenwood,J.J. Abrams Action Adventure Sci-Fi star trek Chris Hemsworth Leonard Nimoy Bruce Greenwood
161,Sam Raimi,Action Adventure Fantasy Romance,spider-man,7.3,J.K. Simmons James Franco Kirsten Dunst,Sam Raimi Action Adventure Fantasy Romance spider-man J.K. Simmons James Franco Kirsten Dunst
162,Dean DeBlois,Action Adventure Animation Comedy Family Fantasy,how to train your dragon 2,7.9,Gerard Butler Djimon Hounsou America Ferrera,Dean DeBlois Action Adventure Animation Comedy Family Fantasy how to train your dragon 2 Gerard Butler Djimon Hounsou America Ferrera
163,Alex Proyas,Action Adventure Fantasy,gods of egypt,5.5,Gerard Butler Elodie Yung Bryan Brown,Alex Proyas Action Adventure Fantasy gods of egypt Gerard Butler Elodie Yung Bryan Brown
164,Rob Cohen,Action Adventure Sci-Fi Thriller,stealth,5.0,Sam Shepard Joe Morton Richard Roxburgh,Rob Cohen Action Adventure Sci-Fi Thriller stealth Sam Shepard Joe Morton Richard Roxburgh
165,Zack Snyder,Action Drama Mystery Sci-Fi,watchmen,7.7,Matt Frewer Billy Crudup Stephen McHattie,Zack Snyder Action Drama Mystery Sci-Fi watchmen Matt Frewer Billy Crudup Stephen McHattie
166,Richard Donner,Action Crime Thriller,lethal weapon 4,6.6,Jet Li Rene Russo Darlene Love,Richard Donner Action Crime Thriller lethal weapon 4 Jet Li Rene Russo Darlene Love
167,Ang Lee,Action Sci-Fi,hulk,5.7,Kevin Rankin Regi Davis Celia Weston,Ang Lee Action Sci-Fi hulk Kevin Rankin Regi Davis Celia Weston
168,Jon M. Chu,Action Adventure Sci-Fi Thriller,g.i. joe: retaliation,5.8,Channing Tatum Dwayne Johnson Elodie Yung,Jon M. Chu Action Adventure Sci-Fi Thriller g.i. joe: retaliation Channing Tatum Dwayne Johnson Elodie Yung
170,Hironobu Sakaguchi,Action Adventure Animation Fantasy Romance Sci-Fi,final fantasy: the spirits within,6.4,Steve Buscemi Ming-Na Wen Jean Simmons,Hironobu Sakaguchi Action Adventure Animation Fantasy Romance Sci-Fi final fantasy: the spirits within Steve Buscemi Ming-Na Wen Jean Simmons
171,Joe Johnston,Action Adventure Sci-Fi,captain america: the first avenger,6.9,Chris Evans Dominic Cooper Hayley Atwell,Joe Johnston Action Adventure Sci-Fi captain america: the first avenger Chris Evans Dominic Cooper Hayley Atwell
172,Michael Apted,Action Adventure Thriller,the world is not enough,6.4,Colin Salmon Maria Grazia Cucinotta Desmond Llewelyn,Michael Apted Action Adventure Thriller the world is not enough Colin Salmon Maria Grazia Cucinotta Desmond Llewelyn
173,Peter Weir,Action Adventure Drama History War,master and commander: the far side of the world,7.4,James D'Arcy Lee Ingleby David Threlfall,Peter Weir Action Adventure Drama History War master and commander: the far side of the world James D'Arcy Lee Ingleby David Threlfall
175,George Miller,Animation Comedy Family Musical,happy feet 2,5.9,Robin Williams Brad Pitt Common,George Miller Animation Comedy Family Musical happy feet 2 Robin Williams Brad Pitt Common
176,Louis Leterrier,Action Adventure Sci-Fi,the incredible hulk,6.8,Ty Burrell Peter Mensah William Hurt,Louis Leterrier Action Adventure Sci-Fi the incredible hulk Ty Burrell Peter Mensah William Hurt
177,Unknown,Action Crime Drama Mystery Thriller,miami vice            ,7.5,Don Johnson Philip Michael Thomas John Diehl,Unknown Action Crime Drama Mystery Thriller miami vice             Don Johnson Philip Michael Thomas John Diehl
178,Steven Spielberg,Adventure Family Fantasy,the bfg,6.8,Mark Rylance Penelope Wilton Rafe Spall,Steven Spielberg Adventure Family Fantasy the bfg Mark Rylance Penelope Wilton Rafe Spall
179,Alejandro G. Iñárritu,Adventure Drama Thriller Western,the revenant,8.1,Leonardo DiCaprio Tom Hardy Lukas Haas,Alejandro G. Iñárritu Adventure Drama Thriller Western the revenant Leonardo DiCaprio Tom Hardy Lukas Haas
180,David Soren,Adventure Animation Comedy Family Sport,turbo,6.5,Ryan Reynolds Snoop Dogg Ben Schwartz,David Soren Adventure Animation Comedy Family Sport turbo Ryan Reynolds Snoop Dogg Ben Schwartz
181,Gore Verbinski,Adventure Animation Comedy Family Western,rango,7.2,Johnny Depp Ray Winstone Stephen Root,Gore Verbinski Adventure Animation Comedy Family Western rango Johnny Depp Ray Winstone Stephen Root
182,Eric Darnell,Adventure Animation Comedy Family,penguins of madagascar,6.7,Benedict Cumberbatch Annet Mahendru Andy Richter,Eric Darnell Adventure Animation Comedy Family penguins of madagascar Benedict Cumberbatch Annet Mahendru Andy Richter
183,Paul Greengrass,Action Mystery Thriller,the bourne ultimatum,8.1,Matt Damon Edgar Ramírez Albert Finney,Paul Greengrass Action Mystery Thriller the bourne ultimatum Matt Damon Edgar Ramírez Albert Finney
184,Mark Osborne,Action Adventure Animation Comedy Family,kung fu panda,7.6,Angelina Jolie Pitt Wayne Knight Dan Fogler,Mark Osborne Action Adventure Animation Comedy Family kung fu panda Angelina Jolie Pitt Wayne Knight Dan Fogler
185,Peyton Reed,Action Adventure Comedy Sci-Fi,ant-man,7.4,Judy Greer Hayley Atwell T.I.,Peyton Reed Action Adventure Comedy Sci-Fi ant-man Judy Greer Hayley Atwell T.I.
186,Francis Lawrence,Adventure Sci-Fi Thriller,the hunger games: catching fire,7.6,Jennifer Lawrence Josh Hutcherson Sandra Ellis Lafferty,Francis Lawrence Adventure Sci-Fi Thriller the hunger games: catching fire Jennifer Lawrence Josh Hutcherson Sandra Ellis Lafferty
187,Bill Condon,Adventure Drama Fantasy Romance,the twilight saga: breaking dawn - part 2,5.5,Robert Pattinson Kristen Stewart Taylor Lautner,Bill Condon Adventure Drama Fantasy Romance the twilight saga: breaking dawn - part 2 Robert Pattinson Kristen Stewart Taylor Lautner
189,Steven Spielberg,Adventure Sci-Fi Thriller,war of the worlds,6.5,Tom Cruise Lisa Ann Walter Rick Gonzalez,Steven Spielberg Adventure Sci-Fi Thriller war of the worlds Tom Cruise Lisa Ann Walter Rick Gonzalez
190,Michael Bay,Action Comedy Crime Thriller,bad boys ii,6.6,Will Smith Henry Rollins Jordi Mollà,Michael Bay Action Comedy Crime Thriller bad boys ii Will Smith Henry Rollins Jordi Mollà
191,Chris Miller,Action Adventure Animation Comedy Family Fantasy,puss in boots,6.7,Salma Hayek Constance Marie Amy Sedaris,Chris Miller Action Adventure Animation Comedy Family Fantasy puss in boots Salma Hayek Constance Marie Amy Sedaris
192,Phillip Noyce,Action Crime Mystery Thriller,salt,6.4,Angelina Jolie Pitt Andre Braugher August Diehl,Phillip Noyce Action Crime Mystery Thriller salt Angelina Jolie Pitt Andre Braugher August Diehl
193,Darren Aronofsky,Action Adventure Drama,noah,5.8,Anthony Hopkins Emma Watson Logan Lerman,Darren Aronofsky Action Adventure Drama noah Anthony Hopkins Emma Watson Logan Lerman
194,Steven Spielberg,Action Adventure Family Mystery,the adventures of tintin,7.4,Toby Jones Mackenzie Crook Tony Curran,Steven Spielberg Action Adventure Family Mystery the adventures of tintin Toby Jones Mackenzie Crook Tony Curran
195,Alfonso Cuarón,Adventure Family Fantasy Mystery,harry potter and the prisoner of azkaban,7.8,Daniel Radcliffe Gary Oldman Rupert Grint,Alfonso Cuarón Adventure Family Fantasy Mystery harry potter and the prisoner of azkaban Daniel Radcliffe Gary Oldman Rupert Grint
196,Baz Luhrmann,Adventure Drama Romance War,australia,6.6,Essie Davis Bryan Brown Eddie Baroo,Baz Luhrmann Adventure Drama Romance War australia Essie Davis Bryan Brown Eddie Baroo
197,M. Night Shyamalan,Action Adventure Sci-Fi,after earth,4.9,Will Smith Zoë Kravitz Glenn Morshower,M. Night Shyamalan Action Adventure Sci-Fi after earth Will Smith Zoë Kravitz Glenn Morshower
198,Eric Leighton,Adventure Animation Family Thriller,dinosaur,6.5,Alfre Woodard D.B. Sweeney Della Reese,Eric Leighton Adventure Animation Family Thriller dinosaur Alfre Woodard D.B. Sweeney Della Reese
199,Matt Birch,Action Fantasy,harry potter and the deathly hallows: part ii,7.5,Rupert Grint Dave Legeno Ralph Ineson,Matt Birch Action Fantasy harry potter and the deathly hallows: part ii Rupert Grint Dave Legeno Ralph Ineson
200,Shawn Levy,Adventure Comedy Family Fantasy,night at the museum: secret of the tomb,6.2,Robin Williams Rami Malek Steve Coogan,Shawn Levy Adventure Comedy Family Fantasy night at the museum: secret of the tomb Robin Williams Rami Malek Steve Coogan
201,Tom McGrath,Action Animation Comedy Family Sci-Fi,megamind,7.3,J.K. Simmons Brad Pitt Will Ferrell,Tom McGrath Action Animation Comedy Family Sci-Fi megamind J.K. Simmons Brad Pitt Will Ferrell
202,Chris Columbus,Adventure Family Fantasy,harry potter and the sorcerer's stone,7.5,Daniel Radcliffe Fiona Shaw Verne Troyer,Chris Columbus Adventure Family Fantasy harry potter and the sorcerer's stone Daniel Radcliffe Fiona Shaw Verne Troyer
203,Robert Schwentke,Action Comedy Fantasy,r.i.p.d.,5.6,Ryan Reynolds Jeff Bridges Stephanie Szostak,Robert Schwentke Action Comedy Fantasy r.i.p.d. Ryan Reynolds Jeff Bridges Stephanie Szostak
204,Hideaki Anno,Action Adventure Drama Horror Sci-Fi,godzilla resurgence,8.2,Mark Chinnery Shin'ya Tsukamoto Atsuko Maeda,Hideaki Anno Action Adventure Drama Horror Sci-Fi godzilla resurgence Mark Chinnery Shin'ya Tsukamoto Atsuko Maeda
205,Gore Verbinski,Action Adventure Fantasy,pirates of the caribbean: the curse of the black pearl,8.1,Johnny Depp Orlando Bloom Jack Davenport,Gore Verbinski Action Adventure Fantasy pirates of the caribbean: the curse of the black pearl Johnny Depp Orlando Bloom Jack Davenport
206,Matt Birch,Fantasy,harry potter and the deathly hallows: part i,6.4,Rupert Grint Toby Jones Alfred Enoch,Matt Birch Fantasy harry potter and the deathly hallows: part i Rupert Grint Toby Jones Alfred Enoch
207,Francis Lawrence,Adventure Sci-Fi Thriller,the hunger games: mockingjay - part 1,6.7,Jennifer Lawrence Philip Seymour Hoffman Josh Hutcherson,Francis Lawrence Adventure Sci-Fi Thriller the hunger games: mockingjay - part 1 Jennifer Lawrence Philip Seymour Hoffman Josh Hutcherson
208,Ron Howard,Mystery Thriller,the da vinci code,6.6,Tom Hanks Seth Gabel Jürgen Prochnow,Ron Howard Mystery Thriller the da vinci code Tom Hanks Seth Gabel Jürgen Prochnow
209,Carlos Saldanha,Adventure Animation Comedy Family Musical,rio 2,6.4,Miguel Ferrer Rachel Crow Jeffrey Garcia,Carlos Saldanha Adventure Animation Comedy Family Musical rio 2 Miguel Ferrer Rachel Crow Jeffrey Garcia
210,Bryan Singer,Action Adventure Fantasy Sci-Fi Thriller,x-men 2,7.5,Hugh Jackman Bruce Davison Aaron Stanford,Bryan Singer Action Adventure Fantasy Sci-Fi Thriller x-men 2 Hugh Jackman Bruce Davison Aaron Stanford
211,Justin Lin,Action Crime Thriller,fast five,7.3,Paul Walker Vin Diesel Dwayne Johnson,Justin Lin Action Crime Thriller fast five Paul Walker Vin Diesel Dwayne Johnson
212,Guy Ritchie,Action Adventure Crime Mystery Thriller,sherlock holmes: a game of shadows,7.5,Robert Downey Jr. Eddie Marsan Paul Anderson,Guy Ritchie Action Adventure Crime Mystery Thriller sherlock holmes: a game of shadows Robert Downey Jr. Eddie Marsan Paul Anderson
215,John McTiernan,Action Adventure History,the 13th warrior,6.6,Tony Curran Vladimir Kulich Clive Russell,John McTiernan Action Adventure History the 13th warrior Tony Curran Vladimir Kulich Clive Russell
216,Tony Gilroy,Action Adventure Thriller,the bourne legacy,6.7,Jeremy Renner Scott Glenn Stacy Keach,Tony Gilroy Action Adventure Thriller the bourne legacy Jeremy Renner Scott Glenn Stacy Keach
217,Joel Schumacher,Action,batman & robin,3.7,Michael Gough Vivica A. Fox John Glover,Joel Schumacher Action batman & robin Michael Gough Vivica A. Fox John Glover
218,Ron Howard,Comedy Family Fantasy,how the grinch stole christmas,6.0,Clint Howard T.J. Thyne Molly Shannon,Ron Howard Comedy Family Fantasy how the grinch stole christmas Clint Howard T.J. Thyne Molly Shannon
219,Roland Emmerich,Action Adventure Sci-Fi Thriller,the day after tomorrow,6.4,Jake Gyllenhaal Dennis Quaid Sela Ward,Roland Emmerich Action Adventure Sci-Fi Thriller the day after tomorrow Jake Gyllenhaal Dennis Quaid Sela Ward
220,John Woo,Action Adventure Thriller,mission: impossible ii,6.1,Tom Cruise Dougray Scott Richard Roxburgh,John Woo Action Adventure Thriller mission: impossible ii Tom Cruise Dougray Scott Richard Roxburgh
221,Wolfgang Petersen,Action Adventure Drama Thriller,the perfect storm,6.4,Karen Allen Mary Elizabeth Mastrantonio Bob Gunton,Wolfgang Petersen Action Adventure Drama Thriller the perfect storm Karen Allen Mary Elizabeth Mastrantonio Bob Gunton
222,Tim Story,Action Adventure Sci-Fi Thriller,fantastic 4: rise of the silver surfer,5.6,Chris Evans Ioan Gruffudd Andre Braugher,Tim Story Action Adventure Sci-Fi Thriller fantastic 4: rise of the silver surfer Chris Evans Ioan Gruffudd Andre Braugher
223,Ang Lee,Adventure Drama Fantasy,life of pi,8.0,Suraj Sharma Rafe Spall Tabu,Ang Lee Adventure Drama Fantasy life of pi Suraj Sharma Rafe Spall Tabu
224,Mark Steven Johnson,Action Fantasy Thriller,ghost rider,5.2,Nicolas Cage Matt Long Peter Fonda,Mark Steven Johnson Action Fantasy Thriller ghost rider Nicolas Cage Matt Long Peter Fonda
